Exercise_Name;Description_URL;Exercise_Image;Exercise_Image1;muscle_gp_details;muscle_gp;equipment_details;Equipment;Rating;Description;Difficulty;Category;Exercise_Type;Goal_Tag
Two-Arm Kettlebell Military Press;https://www.bodybuilding.com/exercises/two-arm-kettlebell-military-press;https://www.bodybuilding.com/exercises/exerciseImages/sequences/530/Male/m/530_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/530/Male/m/530_2.jpg;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/kettlebells;Kettlebells;8,7;The Two-Arm Kettlebell Military Press targets your shoulders and is categorized under strength training. It typically uses kettlebells equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Incline cable chest press;https://www.bodybuilding.com/exercises/incline-cable-chest-press;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11c-incline-cable-chest-press-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11c-incline-cable-chest-press-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/cable;Cable;8,7;The Incline cable chest press targets your chest and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Rope climb;https://www.bodybuilding.com/exercises/rope-climb;;;https://www.bodybuilding.com/exercises/muscle/lats;Lats;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,7;The Rope climb targets your lats and is categorized under strength training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Single-arm dumbbell preacher curl;https://www.bodybuilding.com/exercises/one-arm-dumbbell-preacher-curl;;;https://www.bodybuilding.com/exercises/muscle/biceps;Biceps;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,7;The Single-arm dumbbell preacher curl targets your biceps and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Step-up with knee raise;https://www.bodybuilding.com/exercises/step-up-with-knee-raise;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-70e-step-up-with-knee-raise-m2-square-600x600.jpg;;https://www.bodybuilding.com/exercises/muscle/glutes;Glutes;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,7;The Step-up with knee raise targets your glutes and is categorized under strength training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Incline dumbbell front raise;https://www.bodybuilding.com/exercises/front-incline-dumbbell-raise;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11n-incline-dumbbell-front-raise-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11n-incline-dumbbell-front-raise-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,7;The Incline dumbbell front raise targets your shoulders and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Rope climb;https://www.bodybuilding.com/exercises/rope-climb;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-155s-rope-climb-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-155s-rope-climb-m3-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/lats;Lats;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,7;The Rope climb targets your lats and is categorized under strength training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Trail Running/Walking;https://www.bodybuilding.com/exercises/trail-runningwalking;;;https://www.bodybuilding.com/exercises/muscle/quadriceps;Quadriceps;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,7;The Trail Running/Walking targets your quadriceps and is categorized under endurance training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Endurance;Cardio;General Fitness
Standing Bradford press;https://www.bodybuilding.com/exercises/standing-bradford-press;;;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,7;The Standing Bradford press targets your shoulders and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Neutral-grip dumbbell bench press;https://www.bodybuilding.com/exercises/dumbbell-bench-press-with-neutral-grip;;;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,7;The Neutral-grip dumbbell bench press targets your chest and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Cable Chest Press;https://www.bodybuilding.com/exercises/cable-chest-press;https://www.bodybuilding.com/exercises/exerciseImages/sequences/870/Male/m/870_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/870/Male/m/870_2.jpg;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/cable;Cable;8,7;The Cable Chest Press targets your chest and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Standing concentration curl;https://www.bodybuilding.com/exercises/standing-concentration-curl;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23d-standing-concentration-curl-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23d-standing-concentration-curl-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/biceps;Biceps;https://www.bodybuilding.com/exercises/equipment/dumbbell;Dumbbell;8,7;The Standing concentration curl targets your biceps and is categorized under strength training. It typically uses dumbbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Isolation;Muscle Gain
Wide-Grip Rear Pull-Up;https://www.bodybuilding.com/exercises/wide-grip-rear-pull-up;https://www.bodybuilding.com/exercises/exerciseImages/sequences/191/Male/m/191_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/191/Male/m/191_2.jpg;https://www.bodybuilding.com/exercises/muscle/lats;Lats;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,7;The Wide-Grip Rear Pull-Up targets your lats and is categorized under strength training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Kettlebell pass-through lunge;https://www.bodybuilding.com/exercises/lunge-pass-through;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-57k-kettlebell-pass-through-lunge-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-57k-kettlebell-pass-through-lunge-m4-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/hamstrings;Hamstrings;https://www.bodybuilding.com/exercises/equipment/kettlebells;Kettlebells;8,7;The Kettlebell pass-through lunge targets your hamstrings and is categorized under strength training. It typically uses kettlebells equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Hands-elevated push-up;https://www.bodybuilding.com/exercises/incline-push-up-medium;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18e-hands-elevated-push-up-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18e-hands-elevated-push-up-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/chest;Chest;https://www.bodybuilding.com/exercises/equipment/body-only;Body Only;8,7;The Hands-elevated push-up targets your chest and is categorized under strength training. It requires no equipment and can be performed using body weight. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Deadlift with Bands;https://www.bodybuilding.com/exercises/deadlift-with-bands;https://www.bodybuilding.com/exercises/exerciseImages/sequences/677/Male/m/677_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/677/Male/m/677_2.jpg;https://www.bodybuilding.com/exercises/muscle/lower-back;Lower Back;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,7;The Deadlift with Bands targets your lower back and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Fat Loss
Straight-arm rope pull-down;https://www.bodybuilding.com/exercises/rope-straight-arm-pulldown;https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-105c-straight-arm-rope-pull-down-m1-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-105c-straight-arm-rope-pull-down-m2-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/lats;Lats;https://www.bodybuilding.com/exercises/equipment/cable;Cable;8,7;The Straight-arm rope pull-down targets your lats and is categorized under strength training. It typically uses cable equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Barbell Shoulder Press;https://www.bodybuilding.com/exercises/barbell-shoulder-press;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48e-seated-barbell-shoulder-press-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48e-seated-barbell-shoulder-press-m2-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/shoulders;Shoulders;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,7;The Barbell Shoulder Press targets your shoulders and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Power clean;https://www.bodybuilding.com/exercises/power-clean;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25b-power-clean-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25b-power-clean-m4-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/hamstrings;Hamstrings;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,7;The Power clean targets your hamstrings and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Hang Snatch;https://www.bodybuilding.com/exercises/hang-snatch;https://www.bodybuilding.com/exercises/exerciseImages/sequences/690/Male/m/690_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/690/Male/m/690_2.jpg;https://www.bodybuilding.com/exercises/muscle/hamstrings;Hamstrings;https://www.bodybuilding.com/exercises/equipment/barbell;Barbell;8,7;The Hang Snatch targets your hamstrings and is categorized under strength training. It typically uses barbell equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;Muscle Gain
Kettlebell sumo deadlift high pull;https://www.bodybuilding.com/exercises/kettlebell-sumo-high-pull;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-49k-kettlebell-sumo-deadlift-high-pull-m1-square-600x600.jpg;https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-49k-kettlebell-sumo-deadlift-high-pull-m3-square-600x600.jpg;https://www.bodybuilding.com/exercises/muscle/traps;Traps;https://www.bodybuilding.com/exercises/equipment/kettlebells;Kettlebells;8,7;The Kettlebell sumo deadlift high pull targets your traps and is categorized under strength training. It typically uses kettlebells equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
Calf-Machine Shoulder Shrug;https://www.bodybuilding.com/exercises/calf-machine-shoulder-shrug;https://www.bodybuilding.com/exercises/exerciseImages/sequences/184/Male/m/184_1.jpg;https://www.bodybuilding.com/exercises/exerciseImages/sequences/184/Male/m/184_2.jpg;https://www.bodybuilding.com/exercises/muscle/traps;Traps;https://www.bodybuilding.com/exercises/equipment/machine;Machine;8,7;The Calf-Machine Shoulder Shrug targets your traps and is categorized under strength training. It typically uses machine equipment. Ensure proper form and control for maximum effectiveness.;Intermediate;Strength;Compound;General Fitness
